var1,var2,var3
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
0x10804000,com.android.systemui/.recents.RecentsActivity,"[264,444][920,908]"
